timestamp_utc,iso_pdt,carrier=verizon;connection_type=lte_cellular;experiment=none
1782933615,2026-07-01T12:20:15-07:00,40000000
1782933675,2026-07-01T12:21:15-07:00,40000000
1782933735,2026-07-01T12:22:15-07:00,40000000
1782933795,2026-07-01T12:23:15-07:00,40000000
1782933855,2026-07-01T12:24:15-07:00,40000000
1782958515,2026-07-01T19:15:15-07:00,40000000
1782958575,2026-07-01T19:16:15-07:00,40000000
1782958635,2026-07-01T19:17:15-07:00,40000000
1782958695,2026-07-01T19:18:15-07:00,40000000
1782958755,2026-07-01T19:19:15-07:00,40000000
1782998115,2026-07-02T06:15:15-07:00,40000000
1782998175,2026-07-02T06:16:15-07:00,40000000
1782998235,2026-07-02T06:17:15-07:00,40000000
1782998295,2026-07-02T06:18:15-07:00,40000000
1782998355,2026-07-02T06:19:15-07:00,40000000
1783020675,2026-07-02T12:31:15-07:00,40000000
1783020735,2026-07-02T12:32:15-07:00,40000000
1783020795,2026-07-02T12:33:15-07:00,40000000
1783020855,2026-07-02T12:34:15-07:00,40000000
1783020915,2026-07-02T12:35:15-07:00,40000000
1783039335,2026-07-02T17:42:15-07:00,40000000
1783039395,2026-07-02T17:43:15-07:00,40000000
1783039455,2026-07-02T17:44:15-07:00,40000000
1783039515,2026-07-02T17:45:15-07:00,40000000
1783039575,2026-07-02T17:46:15-07:00,40000000
1783091295,2026-07-03T08:08:15-07:00,40000000
1783091355,2026-07-03T08:09:15-07:00,40000000
1783091415,2026-07-03T08:10:15-07:00,40000000
1783091475,2026-07-03T08:11:15-07:00,40000000
1783091535,2026-07-03T08:12:15-07:00,40000000
1783105515,2026-07-03T12:05:15-07:00,40000000
1783105575,2026-07-03T12:06:15-07:00,40000000
1783105635,2026-07-03T12:07:15-07:00,40000000
1783105695,2026-07-03T12:08:15-07:00,40000000
1783105755,2026-07-03T12:09:15-07:00,40000000
1783388400,2026-07-06T18:40:00-07:00,40000000
1783388460,2026-07-06T18:41:00-07:00,40000000
1783388520,2026-07-06T18:42:00-07:00,40000000
1783388580,2026-07-06T18:43:00-07:00,40000000
1783388640,2026-07-06T18:44:00-07:00,40000000
1783390200,2026-07-06T19:10:00-07:00,40000000
1783390260,2026-07-06T19:11:00-07:00,40000000
1783390320,2026-07-06T19:12:00-07:00,40000000
1783390380,2026-07-06T19:13:00-07:00,40000000
1783390440,2026-07-06T19:14:00-07:00,40000000
1783442940,2026-07-07T09:49:00-07:00,40000000
1783443000,2026-07-07T09:50:00-07:00,40000000
1783443060,2026-07-07T09:51:00-07:00,40000000
1783443120,2026-07-07T09:52:00-07:00,40000000
1783443180,2026-07-07T09:53:00-07:00,40000000
1783451400,2026-07-07T12:10:00-07:00,40000000
1783451460,2026-07-07T12:11:00-07:00,40000000
1783451520,2026-07-07T12:12:00-07:00,40000000
1783451580,2026-07-07T12:13:00-07:00,40000000
1783451640,2026-07-07T12:14:00-07:00,40000000
1783472280,2026-07-07T17:58:00-07:00,40000000
1783472340,2026-07-07T17:59:00-07:00,40000000
1783472400,2026-07-07T18:00:00-07:00,40000000
1783472460,2026-07-07T18:01:00-07:00,40000000
1783472520,2026-07-07T18:02:00-07:00,40000000
1783529520,2026-07-08T09:52:00-07:00,40000000
