timestamp_utc,iso_pdt,carrier=verizon;connection_type=lte_cellular;experiment=none
1782933614,2026-07-01T12:20:14-07:00,78088591
1782933674,2026-07-01T12:21:14-07:00,78088591
1782933734,2026-07-01T12:22:14-07:00,78088591
1782933794,2026-07-01T12:23:14-07:00,78088591
1782933854,2026-07-01T12:24:14-07:00,78088591
1782958514,2026-07-01T19:15:14-07:00,100000000
1782958574,2026-07-01T19:16:14-07:00,100000000
1782958634,2026-07-01T19:17:14-07:00,100000000
1782958694,2026-07-01T19:18:14-07:00,100000000
1782958754,2026-07-01T19:19:14-07:00,100000000
1782998114,2026-07-02T06:15:14-07:00,100000000
1782998174,2026-07-02T06:16:14-07:00,100000000
1782998234,2026-07-02T06:17:14-07:00,100000000
1782998294,2026-07-02T06:18:14-07:00,100000000
1782998354,2026-07-02T06:19:14-07:00,100000000
1783020674,2026-07-02T12:31:14-07:00,100000000
1783020734,2026-07-02T12:32:14-07:00,100000000
1783020794,2026-07-02T12:33:14-07:00,100000000
1783020854,2026-07-02T12:34:14-07:00,100000000
1783020914,2026-07-02T12:35:14-07:00,100000000
1783039334,2026-07-02T17:42:14-07:00,100000000
1783039394,2026-07-02T17:43:14-07:00,100000000
1783039454,2026-07-02T17:44:14-07:00,100000000
1783039514,2026-07-02T17:45:14-07:00,100000000
1783039574,2026-07-02T17:46:14-07:00,100000000
1783091294,2026-07-03T08:08:14-07:00,100000000
1783091354,2026-07-03T08:09:14-07:00,100000000
1783091414,2026-07-03T08:10:14-07:00,100000000
1783091474,2026-07-03T08:11:14-07:00,100000000
1783091534,2026-07-03T08:12:14-07:00,100000000
1783105514,2026-07-03T12:05:14-07:00,98977169
1783105574,2026-07-03T12:06:14-07:00,98977169
1783105634,2026-07-03T12:07:14-07:00,98977169
1783105694,2026-07-03T12:08:14-07:00,98977169
1783105754,2026-07-03T12:09:14-07:00,98977169
1783388400,2026-07-06T18:40:00-07:00,100000000
1783388460,2026-07-06T18:41:00-07:00,100000000
1783388520,2026-07-06T18:42:00-07:00,100000000
1783388580,2026-07-06T18:43:00-07:00,100000000
1783388640,2026-07-06T18:44:00-07:00,100000000
1783390200,2026-07-06T19:10:00-07:00,100000000
1783390260,2026-07-06T19:11:00-07:00,100000000
1783390320,2026-07-06T19:12:00-07:00,100000000
1783390380,2026-07-06T19:13:00-07:00,100000000
1783390440,2026-07-06T19:14:00-07:00,100000000
1783442940,2026-07-07T09:49:00-07:00,63697024
1783443000,2026-07-07T09:50:00-07:00,63697024
1783443060,2026-07-07T09:51:00-07:00,63697024
1783443120,2026-07-07T09:52:00-07:00,63697024
1783443180,2026-07-07T09:53:00-07:00,63697024
1783451400,2026-07-07T12:10:00-07:00,100000000
1783451460,2026-07-07T12:11:00-07:00,100000000
1783451520,2026-07-07T12:12:00-07:00,100000000
1783451580,2026-07-07T12:13:00-07:00,100000000
1783451640,2026-07-07T12:14:00-07:00,100000000
1783472280,2026-07-07T17:58:00-07:00,100000000
1783472340,2026-07-07T17:59:00-07:00,100000000
1783472400,2026-07-07T18:00:00-07:00,100000000
1783472460,2026-07-07T18:01:00-07:00,100000000
1783472520,2026-07-07T18:02:00-07:00,100000000
1783529520,2026-07-08T09:52:00-07:00,100000000
1783529580,2026-07-08T09:53:00-07:00,100000000
1783529640,2026-07-08T09:54:00-07:00,100000000
1783529700,2026-07-08T09:55:00-07:00,100000000
1783529760,2026-07-08T09:56:00-07:00,100000000
1783544400,2026-07-08T14:00:00-07:00,100000000
1783544460,2026-07-08T14:01:00-07:00,100000000
1783544520,2026-07-08T14:02:00-07:00,100000000
1783544580,2026-07-08T14:03:00-07:00,100000000
1783544640,2026-07-08T14:04:00-07:00,100000000
1783558920,2026-07-08T18:02:00-07:00,100000000
1783558980,2026-07-08T18:03:00-07:00,100000000
1783559040,2026-07-08T18:04:00-07:00,100000000
1783559100,2026-07-08T18:05:00-07:00,100000000
1783559160,2026-07-08T18:06:00-07:00,100000000
1783606200,2026-07-09T07:10:00-07:00,100000000
1783606260,2026-07-09T07:11:00-07:00,100000000
1783606320,2026-07-09T07:12:00-07:00,100000000
1783606380,2026-07-09T07:13:00-07:00,100000000
1783606440,2026-07-09T07:14:00-07:00,100000000
1783628700,2026-07-09T13:25:00-07:00,100000000
1783628760,2026-07-09T13:26:00-07:00,100000000
1783628820,2026-07-09T13:27:00-07:00,100000000
1783628880,2026-07-09T13:28:00-07:00,100000000
1783628940,2026-07-09T13:29:00-07:00,100000000
1783648440,2026-07-09T18:54:00-07:00,100000000
1783648500,2026-07-09T18:55:00-07:00,100000000
1783648560,2026-07-09T18:56:00-07:00,100000000
1783648620,2026-07-09T18:57:00-07:00,100000000
1783648680,2026-07-09T18:58:00-07:00,100000000
1783700160,2026-07-10T09:16:00-07:00,100000000
1783700220,2026-07-10T09:17:00-07:00,100000000
1783700280,2026-07-10T09:18:00-07:00,100000000
1783700340,2026-07-10T09:19:00-07:00,100000000
1783700400,2026-07-10T09:20:00-07:00,100000000
1783709040,2026-07-10T11:44:00-07:00,100000000
1783709100,2026-07-10T11:45:00-07:00,100000000
1783709160,2026-07-10T11:46:00-07:00,100000000
1783709220,2026-07-10T11:47:00-07:00,100000000
1783709280,2026-07-10T11:48:00-07:00,100000000
1783738020,2026-07-10T19:47:00-07:00,100000000
1783738080,2026-07-10T19:48:00-07:00,100000000
1783738140,2026-07-10T19:49:00-07:00,100000000
1783738200,2026-07-10T19:50:00-07:00,100000000
1783738260,2026-07-10T19:51:00-07:00,100000000
1783775520,2026-07-11T06:12:00-07:00,100000000
1783775580,2026-07-11T06:13:00-07:00,100000000
1783775640,2026-07-11T06:14:00-07:00,100000000
1783775700,2026-07-11T06:15:00-07:00,100000000
1783775760,2026-07-11T06:16:00-07:00,100000000
1783802940,2026-07-11T13:49:00-07:00,100000000
1783803000,2026-07-11T13:50:00-07:00,100000000
1783803060,2026-07-11T13:51:00-07:00,100000000
1783803120,2026-07-11T13:52:00-07:00,100000000
1783803180,2026-07-11T13:53:00-07:00,100000000
1783816680,2026-07-11T17:38:00-07:00,100000000
