timestamp_utc,iso_pdt,carrier=verizon;connection_type=5g_cellular;experiment=none
1782255962,2026-06-23T16:06:02-07:00,88
1782256022,2026-06-23T16:07:02-07:00,88
1782256082,2026-06-23T16:08:02-07:00,88
1782256142,2026-06-23T16:09:02-07:00,88
1782256202,2026-06-23T16:10:02-07:00,88
1782256502,2026-06-23T16:15:02-07:00,358
1782256562,2026-06-23T16:16:02-07:00,358
1782256622,2026-06-23T16:17:02-07:00,358
1782256682,2026-06-23T16:18:02-07:00,358
1782256742,2026-06-23T16:19:02-07:00,358
1782256802,2026-06-23T16:20:02-07:00,474
1782256862,2026-06-23T16:21:02-07:00,438
1782256922,2026-06-23T16:22:02-07:00,438
1782256982,2026-06-23T16:23:02-07:00,438
1782257042,2026-06-23T16:24:02-07:00,201
1782257102,2026-06-23T16:25:02-07:00,203
1782257162,2026-06-23T16:26:02-07:00,404
1782257222,2026-06-23T16:27:02-07:00,404
1782257282,2026-06-23T16:28:02-07:00,404
1782257342,2026-06-23T16:29:02-07:00,404
1782257402,2026-06-23T16:30:02-07:00,404
1782257462,2026-06-23T16:31:02-07:00,57
1782257522,2026-06-23T16:32:02-07:00,57
1782257582,2026-06-23T16:33:02-07:00,58
1782257642,2026-06-23T16:34:02-07:00,58
1782257702,2026-06-23T16:35:02-07:00,488
1782257762,2026-06-23T16:36:02-07:00,52
1782257822,2026-06-23T16:37:02-07:00,52
1782257882,2026-06-23T16:38:02-07:00,52
1782257942,2026-06-23T16:39:02-07:00,52
1782258002,2026-06-23T16:40:02-07:00,153
1782258062,2026-06-23T16:41:02-07:00,472
1782258122,2026-06-23T16:42:02-07:00,472
1782258182,2026-06-23T16:43:02-07:00,472
1782258242,2026-06-23T16:44:02-07:00,153
1782258302,2026-06-23T16:45:02-07:00,472
1782258362,2026-06-23T16:46:02-07:00,153
1782258422,2026-06-23T16:47:02-07:00,153
1782258482,2026-06-23T16:48:02-07:00,472
1782258542,2026-06-23T16:49:02-07:00,472
1782258602,2026-06-23T16:50:02-07:00,472
1782258662,2026-06-23T16:51:02-07:00,472
1782258722,2026-06-23T16:52:02-07:00,472
1782258782,2026-06-23T16:53:02-07:00,472
1782258842,2026-06-23T16:54:02-07:00,259
1782258902,2026-06-23T16:55:02-07:00,742
1782258962,2026-06-23T16:56:02-07:00,742
1782259022,2026-06-23T16:57:02-07:00,742
1782259082,2026-06-23T16:58:02-07:00,742
1782259142,2026-06-23T16:59:02-07:00,742
1782259202,2026-06-23T17:00:02-07:00,742
1782259262,2026-06-23T17:01:02-07:00,655
1782259322,2026-06-23T17:02:02-07:00,656
1782259382,2026-06-23T17:03:02-07:00,564
1782259442,2026-06-23T17:04:02-07:00,564
1782259502,2026-06-23T17:05:02-07:00,142
1782259562,2026-06-23T17:06:02-07:00,143
1782259622,2026-06-23T17:07:02-07:00,143
1782259682,2026-06-23T17:08:02-07:00,143
1782259742,2026-06-23T17:09:02-07:00,143
1782259802,2026-06-23T17:10:02-07:00,143
1782259862,2026-06-23T17:11:02-07:00,143
1782259922,2026-06-23T17:12:02-07:00,143
1782283202,2026-06-23T23:40:02-07:00,552
1782283262,2026-06-23T23:41:02-07:00,552
1782283322,2026-06-23T23:42:02-07:00,552
1782283382,2026-06-23T23:43:02-07:00,552
